User Rating,User Review,User Name,Review Date,DateOfReview,FinalText,FinalTextSentiment,UserReviewSentiment
4.0,Good one in this price.,YAKOB KRISTOPHAR  KRISTOPHAR ,4days ago,2020-07-29,Good one price,pos,pos
5.0,Stoper quality really instant message happy love you flipkart,Poornima Iyer,5days ago,2020-07-28,Stoper quality really instant message happy love flipkart,pos,pos
5.0,"Nice chennagide tholi... Good best yoyo can byoyoy for this rate, non stick and yoyo can also yoyose to cyoyorrent stove",Flipkart Customer,5days ago,2020-07-28,Nice chennagide tholi Good best yoyo byoyoy rate non stick yoyo also yoyose cyoyorrent stave,pos,pos
5.0,It's awesome product i like it,Gangadhar ganga,5days ago,2020-07-28,It awesome product like,pos,pos
4.0,Good,Uma,5days ago,2020-07-28,Good,pos,pos
5.0,Nice,Flipkart Customer,5days ago,2020-07-28,Nice,pos,pos
5.0,This product is good,Chandru Jiiva,6days ago,2020-07-27,This product good,pos,pos
5.0,Nice quality,Flipkart Customer,6days ago,2020-07-27,Nice quality,pos,pos
4.0,nice product,Himangsho Kalita,6days ago,2020-07-27,nice product,pos,pos
4.0,Value for money,Gaurav  Trikarwar,6days ago,2020-07-27,Value money,pos,pos
4.0,Good,Srinivasa rao  Kavuru,6days ago,2020-07-27,Good,pos,pos
4.0,Strong product also beautiful highly recommended,Santhosh Lal,6days ago,2020-07-27,Strong product also beautiful highly recommend,pos,pos
5.0,Nice product,Flipkart Customer,6days ago,2020-07-27,Nice product,pos,pos
5.0,Good purchase hold on for it used it from past 2 days....use it gently for long life,Yasmin Sayyed,7days ago,2020-07-26,Good purchase hold use past 2 day use gently long life,pos,pos
5.0,Very nice,Flipkart Customer,7days ago,2020-07-26,Very nice,pos,pos
5.0,Good product but small size,khaja shaik,7days ago,2020-07-26,Good product small size,pos,pos
5.0,Good protect,Vikul Kumar,8days ago,2020-07-25,Good protect,pos,pos
5.0,Issue tawa.. smooth and clean those.. worth every penny,Flipkart Customer,8days ago,2020-07-25,Issue tawa smooth clean worth every penny,pos,pos
3.0,It's okay,palaka n g a  hemendra,8days ago,2020-07-25,It okay,pos,pos
4.0,Good at 409 rs for 28 call me tawa from a branded company . But there is a small bend at one of the edges and 3 minute indentations in the coating. Might be due to mishandling. I am still giving it 4 star because the above faults are so small and do not affect performance.,Eswar Kumar Reddy  Munnangi ,8days ago,2020-07-25,Good 409 r 28 call tawa brand company But small bend one edge 3 minute indentation coating Might due mishandle I still give 4 star fault small affect performance,neg,neu
5.0,Nice product,Raju,8days ago,2020-07-25,Nice product,pos,pos
5.0,Nice product,Chethan M R,8days ago,2020-07-25,Nice product,pos,pos
5.0,Nice super product   speed hiding,Flipkart Customer,8days ago,2020-07-25,Nice super product speed hiding,pos,pos
4.0,Solid item.,Samir Roy,8days ago,2020-07-25,Solid item,neu,neu
4.0,"Good quality but small size ,",Avinash Mekala,9days ago,2020-07-24,Good quality small size,pos,pos
4.0,Good product ,Abr Reddy,9days ago,2020-07-24,Good product,pos,pos
5.0,Good,G mahesh Mahesh,9days ago,2020-07-24,Good,pos,pos
5.0,Very good product thanks Flipkart,Rahul Kumar,9days ago,2020-07-24,Very good product thanks Flipkart,pos,pos
5.0,Nice product,APPARAO KALLAM,9days ago,2020-07-24,Nice product,pos,pos
5.0,Amazing. ...Value for money. ..Highly recommended to all..Best product..Best quality..,Rajeshwaran  Baskaran ,9days ago,2020-07-24,Amazing Value money Highly recommend Best product Best quality,pos,pos
5.0,Worth for money,Silvester  Nova,9days ago,2020-07-24,Worth money,pos,pos
5.0,Super quality,ADAPAKA KRISHNA MOHAN,9days ago,2020-07-24,Super quality,pos,pos
5.0,Superb product.,Flipkart Customer,9days ago,2020-07-24,Superb product,pos,pos
5.0,Very nice,Flipkart Customer,10days ago,2020-07-23,Very nice,pos,pos
4.0,Average product,Prabir Mahato,10days ago,2020-07-23,Average product,neu,neu
5.0,Very good product,Flipkart Customer,10days ago,2020-07-23,Very good product,pos,pos
4.0,Good quality,Flipkart Customer,10days ago,2020-07-23,Good quality,pos,pos
5.0,Wonderful product big size and good quality,Flipkart Customer,10days ago,2020-07-23,Wonderful product big size good quality,pos,pos
5.0,its good go for it,Rajesh babu  choragudi,10days ago,2020-07-23,good go,pos,pos
5.0,good quality..... reasonable,Nisha  Bashera,10days ago,2020-07-23,good quality reasonable,pos,pos
5.0,I just loved this .,Flipkart Customer,10days ago,2020-07-23,I love,pos,pos
5.0,Go for it guys.....it is best in this price,Flipkart Customer,10days ago,2020-07-23,Go guy best price,pos,pos
5.0,Nice product,Flipkart Customer,11days ago,2020-07-22,Nice product,pos,pos
5.0,Very nice TAWA,Ajay Kumar soni Soni,11days ago,2020-07-22,Very nice TAWA,pos,pos
5.0,Very good product,Flipkart Customer,11days ago,2020-07-22,Very good product,pos,pos
5.0,Super,T.S. Mohan,11days ago,2020-07-22,Super,pos,pos
5.0,good,Flipkart Customer,11days ago,2020-07-22,good,pos,pos
3.0,Not bad,TarakaRajesh Kolli,11days ago,2020-07-22,Not bad,pos,pos
5.0,Super,Sasikumar Sasikumar,11days ago,2020-07-22,Super,pos,pos
5.0,"Budget pan, love it",Jagannath Reddy Chanda,12days ago,2020-07-21,Budget pan love,pos,pos
5.0,Good product,Flipkart Customer,12days ago,2020-07-21,Good product,pos,pos
4.0,Just got this product,Kishore Kumar,12days ago,2020-07-21,Just get product,neu,neu
5.0,I really like it ️ I love you filpcrat,Flipkart Customer,12days ago,2020-07-21,I really like I love filpcrat,pos,pos
5.0,Nice,Flipkart Customer,12days ago,2020-07-21,Nice,pos,pos
5.0,"Os product ,price is reasonable",Mithu Mondal,12days ago,2020-07-21,Os product price reasonable,neu,neu
5.0,Very nice,CHIRANNEEVI SAMBATH THAKKA,12days ago,2020-07-21,Very nice,pos,pos
5.0,Cheap and best,Flipkart Customer,12days ago,2020-07-21,Cheap best,pos,pos
5.0,Good product...,R. Gowtham,12days ago,2020-07-21,Good product,pos,pos
4.0,Nice,Pritanjli Sharma,12days ago,2020-07-21,Nice,pos,pos
5.0,Good product,Flipkart Customer,12days ago,2020-07-21,Good product,pos,pos
3.0,Good product but size is little small.... Very happy to receive that on time.....,Flipkart Customer,12days ago,2020-07-21,Good product size little small Very happy receive time,pos,pos
5.0,Gud flipkart,Siddesh Gavandalkar,12days ago,2020-07-21,Gud flipkart,neu,neu
4.0,Good product.... At this prize 379rs,Flipkart Customer,12days ago,2020-07-21,Good product At prize 379rs,pos,pos
5.0,Nice product!,SURESH SELVAMANI,12days ago,2020-07-21,Nice product,pos,pos
4.0,Better,Flipkart Customer,13days ago,2020-07-20,Better,pos,pos
5.0,Good product fully satisfied,Flipkart Customer,13days ago,2020-07-20,Good product fully satisfy,pos,pos
5.0,Awesome,Haripriya S Nair,13days ago,2020-07-20,Awesome,pos,pos
4.0,"Offcome product is original,it deserves 5 star but I got it with some scratches on it so with those minor scratches I cannot give it for the replacement, good product at this price...",Sagar Panara,13days ago,2020-07-20,Offcome product original deserve 5 star I get scratch minor scratch I give replacement good product price,pos,pos
5.0,Good product,Kiran kumar  Reddy,13days ago,2020-07-20,Good product,pos,pos
5.0,its amazing,DHANVIR  SINGH,13days ago,2020-07-20,amazing,pos,pos
5.0,Nice good,Ravivarma Nomula,13days ago,2020-07-20,Nice good,pos,pos
4.0,Very super tawa. I like it.,Afra  Benazir ,14days ago,2020-07-19,Very super tawa I like,pos,pos
4.0,Very nice  tawa,Mohammad Danish Shaikh sadique,14days ago,2020-07-19,Very nice tawa,pos,pos
5.0,I am happy,UPENDRA SINGH,14days ago,2020-07-19,I happy,pos,pos
5.0,Nice company manufacturing and good delivery by flipkart,Bhargav Raghavendra,14days ago,2020-07-19,Nice company manufacturing good delivery flipkart,pos,pos
5.0,Best quality superb.... Superb.. Super,suresh ryali,14days ago,2020-07-19,Best quality superb Superb Super,pos,pos
5.0,Nice product,Flipkart Customer,14days ago,2020-07-19,Nice product,pos,pos
4.0,Thanks for faster delivery,Tushar Shahare,14days ago,2020-07-19,Thanks fast delivery,pos,pos
4.0,Nice product,EBIN PM,15days ago,2020-07-18,Nice product,pos,pos
5.0,"Product is best, Value for money.",Ankit Khandelwal,15days ago,2020-07-18,Product best Value money,pos,pos
4.0,Good,Flipkart Customer,15days ago,2020-07-18,Good,pos,pos
3.0,Products and delivery boy good,Flipkart Customer,15days ago,2020-07-18,Products delivery boy good,pos,pos
5.0,I am happy,Flipkart Customer,15days ago,2020-07-18,I happy,pos,pos
5.0,Super,vignesh kumar,15days ago,2020-07-18,Super,pos,pos
4.0,Good,Shaik  Ziaul haq,15days ago,2020-07-18,Good,pos,pos
5.0,Good product In this price,Ravi Prakash Yadav,16days ago,2020-07-17,Good product In price,pos,pos
5.0,Supper,Chinnu Abraham ,16days ago,2020-07-17,Supper,neu,neu
5.0,Best,Laxmidhar purty,16days ago,2020-07-17,Best,pos,pos
5.0,So awesome,Flipkart Customer,16days ago,2020-07-17,So awesome,pos,pos
5.0,This is a good product in this price.,Divyesh Sharma,16days ago,2020-07-17,This good product price,pos,pos
4.0,Good,Alla Basha,17days ago,2020-07-16,Good,pos,pos
4.0,Good quality,Prithviraj Prithviraj,17days ago,2020-07-16,Good quality,pos,pos
5.0,Very good,rmanoj mano,17days ago,2020-07-16,Very good,pos,pos
5.0,Nice,DINESH DINESH ,17days ago,2020-07-16,Nice,pos,pos
4.0,Good.... Really like it!!!!,Flipkart Customer,17days ago,2020-07-16,Good Really like,pos,pos
5.0,Nice,RAMESH EASWARAN,17days ago,2020-07-16,Nice,pos,pos
5.0,Good,PINTU KUMAR SINGH,18days ago,2020-07-15,Good,pos,pos
4.0,Nice,Satya prakash pathak,19days ago,2020-07-14,Nice,pos,pos
5.0,Awesome product,Sunanda  Das,19days ago,2020-07-14,Awesome product,pos,pos
4.0,Not bad,Sreeragh  Vijayakumar,19days ago,2020-07-14,Not bad,pos,pos
4.0,Good,Naga Krisnaiah,19days ago,2020-07-14,Good,pos,pos
5.0,same to see this picture....... super product,Flipkart Customer,19days ago,2020-07-14,see picture super product,pos,pos
4.0,good,Rajesh  R,19days ago,2020-07-14,good,pos,pos
4.0,Very nice product it is also budget friendly and I love it thank you Flipkart,Vicky  Kumar,20days ago,2020-07-13,Very nice product also budget friendly I love thank Flipkart,pos,pos
5.0,Super,Flipkart Customer,20days ago,2020-07-13,Super,pos,pos
4.0,Size is a bit small,Yeswanth Reddy,20days ago,2020-07-13,Size bit small,neu,neu
5.0,This is good product and very useful,Flipkart Customer,20days ago,2020-07-13,This good product useful,pos,pos
5.0,Super,Flipkart Customer,20days ago,2020-07-13,Super,pos,pos
5.0,Good,Nethra Jeeva,20days ago,2020-07-13,Good,pos,pos
3.0,The product quality is good and has good value for money as well. But the product which I have received has a dent on one side,Flipkart Customer,20days ago,2020-07-13,The product quality good good value money well But product I receive dent one side,pos,pos
5.0,Good quality product,Flipkart Customer,20days ago,2020-07-13,Good quality product,pos,pos
5.0,So.. good ,Flipkart Customer,21days ago,2020-07-12,So good,pos,pos
4.0,been using for 1 week so far so good,ravi teja,21days ago,2020-07-12,use 1 week far good,pos,pos
5.0,Good Deal,GADI DHANA RAJU,21days ago,2020-07-12,Good Deal,pos,pos
3.0,Ok,Geetha Anjeline,21days ago,2020-07-12,Ok,pos,pos
5.0,Ranks flipkart,Priya singh Singh,21days ago,2020-07-12,Ranks flipkart,neu,neu
3.0,One nut was miss,Arpana Singh,21days ago,2020-07-12,One nut miss,neu,neu
5.0,Useful product,Flipkart Customer,22days ago,2020-07-11,Useful product,pos,pos
4.0,Excellent product,Veera Babu,22days ago,2020-07-11,Excellent product,pos,pos
5.0,Very nice product,Ruchi Shukla,22days ago,2020-07-11,Very nice product,pos,pos
3.0,"The product looks good . I have not used yet. but i got the product without the screws, unorder to fit the handle to tawa. Make sure during the package time that the product having all the things.",Ashna Tissy,22days ago,2020-07-11,The product look good I use yet get product without screw unorder fit handle tawa Make sure package time product thing,pos,pos
5.0,Good,Flipkart Customer,22days ago,2020-07-11,Good,pos,pos
4.0,Good,Dundigala  sateesh,22days ago,2020-07-11,Good,pos,pos
4.0,Scratches found after using,suvendu kumar sahoo,22days ago,2020-07-11,Scratches find use,neu,neu
5.0,Super,serma durai,22days ago,2020-07-11,Super,pos,pos
5.0,Super it is working too good,pullarao Kottapalli,22days ago,2020-07-11,Super work good,pos,pos
4.0,nice,Flipkart Customer,22days ago,2020-07-11,nice,pos,pos
5.0,Nice product,Shameer A,23days ago,2020-07-10,Nice product,pos,pos
4.0,Very good product,Surendran nair Jayasankar,23days ago,2020-07-10,Very good product,pos,pos
4.0,it,jyoti maurya,23days ago,2020-07-10,,neu,neu
4.0,really good for it,Flipkart Customer,23days ago,2020-07-10,really good,pos,pos
4.0,Not bad,Flipkart Customer,23days ago,2020-07-10,Not bad,pos,pos
5.0,To,Flipkart Customer,24days ago,2020-07-09,To,neu,neu
5.0,Nice Project,Abhijith Pattazhy,24days ago,2020-07-09,Nice Project,pos,pos
4.0,Small size,suresh Kumar,24days ago,2020-07-09,Small size,neu,neu
4.0,Good product,Bijitha  Regy ,25days ago,2020-07-08,Good product,pos,pos
5.0,Best in class for it,Naveen N,25days ago,2020-07-08,Best class,pos,pos
3.0,nice,Flipkart Customer,25days ago,2020-07-08,nice,pos,pos
5.0,Good,Shishva Mahi,25days ago,2020-07-08,Good,pos,pos
5.0,Very good performance of this product,Furqan Adil,25days ago,2020-07-08,Very good performance product,pos,pos
5.0,Nice products,Flipkart Customer,25days ago,2020-07-08,Nice product,pos,pos
5.0,Good product as per price.Size is perfect for north indian Dosa.,Nitesh  Sisodia ,25days ago,2020-07-08,Good product per price Size perfect north indian Dosa,pos,pos
4.0,I like this product.. but late delivery,Flipkart Customer,25days ago,2020-07-08,I like product late delivery,pos,neu
5.0,Nice product,Biradar  Sangeetha ,25days ago,2020-07-08,Nice product,pos,pos
5.0,Ny product,Krishna shukla,25days ago,2020-07-08,Ny product,neu,neu
5.0,Good quality product and nice delivery,Flipkart Customer,25days ago,2020-07-08,Good quality product nice delivery,pos,pos
5.0,"Good quality product at a great offer price....you will not get this in open market at snouch a price. Bout never byous from ""Retained"" seller. I got damaged product 2 times from that seller and i had to return the product. I changed seller to ""TLB online"" and got a good new product at a good delivery speed. So go for it.",RAHUL B,26days ago,2020-07-07,Good quality product great offer price get open market snouch price Bout never byous Retained seller I get damage product 2 time seller return product I change seller TLB online get good new product good delivery speed So go,pos,pos
5.0,Good quality,Raghu Ram Raghu,26days ago,2020-07-07,Good quality,pos,pos
5.0,Nice and very useful,Flipkart Customer,26days ago,2020-07-07,Nice useful,pos,pos
5.0,Very Nice Product,mayank rajput,26days ago,2020-07-07,Very Nice Product,pos,pos
5.0,Nice,Ajay M,26days ago,2020-07-07,Nice,pos,pos
5.0,Excellent quality.....,Nannapaneni Venkatesh chowdary,26days ago,2020-07-07,Excellent quality,pos,pos
5.0,Nice,JJainpaul john,26days ago,2020-07-07,Nice,pos,pos
5.0,Very good  product ,Flipkart Customer,26days ago,2020-07-07,Very good product,pos,pos
4.0,Nice product,Flipkart Customer,27days ago,2020-07-06,Nice product,pos,pos
5.0,Bosom very nice product,Flipkart Customer,27days ago,2020-07-06,Bosom nice product,pos,pos
5.0,Good,Flipkart Customer,27days ago,2020-07-06,Good,pos,pos
4.0,Its Good quality product form butterfly . I got this one 409 rs,Santosh kumar Yarlagatti,27days ago,2020-07-06,Its Good quality product form butterfly I get one 409 r,pos,pos
4.0,Nice,Flipkart Customer,28days ago,2020-07-05,Nice,pos,pos
5.0,Nice product,Rohan Agarwal,28days ago,2020-07-05,Nice product,pos,pos
5.0,Very good quality,Roshan kumar mehta,28days ago,2020-07-05,Very good quality,pos,pos
5.0,Nice product,Flipkart Customer,28days ago,2020-07-05,Nice product,pos,pos
5.0,Good good,Flipkart Customer,28days ago,2020-07-05,Good good,pos,pos
3.0,Handle made of poor quality plastic otherwise it is okay type product with nonstick surface and induction base. Though the metal is very thin. Got brunt smell of backside colour of the product 1st 4 uses. After that no smell comes.,Flip kart  Customer ,28days ago,2020-07-05,Handle make poor quality plastic otherwise okay type product nonstick surface induction base Though metal thin Got brunt smell backside colour product 1st 4 us After smell come,neg,neg
5.0,Good quality,Chethankumar yd,28days ago,2020-07-05,Good quality,pos,pos
4.0,Nice products very fast delivery,Rajesh Kannan,28days ago,2020-07-05,Nice product fast delivery,pos,pos
3.0,Wilts one side or the other on induction... Balance not good... Ok on gas burner...,Manisha Singh,28days ago,2020-07-05,Wilts one side induction Balance good Ok gas burner,pos,neg
4.0,product,Flipkart Customer,29days ago,2020-07-04,product,neu,neu
4.0,nice product..,Flipkart Customer,29days ago,2020-07-04,nice product,pos,pos
4.0,Good product,Manmohan Manu,29days ago,2020-07-04,Good product,pos,pos
3.0,Gud,Flipkart Customer,29days ago,2020-07-04,Gud,neu,neu
5.0,Good. Size also good.,SunithaDevi,29days ago,2020-07-04,Good Size also good,pos,pos
5.0,Very good butterfly rapid good,Flipkart Customer,1month ago,2020-07-02,Very good butterfly rapid good,pos,pos
5.0,Fast Delivery good product,Flipkart Customer,1month ago,2020-07-02,Fast Delivery good product,pos,pos
3.0,received slightly damaged product,Manish P,1month ago,2020-07-02,receive slightly damage product,neg,neg
4.0,Good. But size is but small. Ok go for it.,Chakravarthi  Nandarapu ,1month ago,2020-07-02,Good But size small Ok go,pos,pos
5.0,Good product,Flipkart Customer,1month ago,2020-07-02,Good product,pos,pos
5.0,Good,Bhukya KIRAN,1month ago,2020-07-02,Good,pos,pos
3.0,"So for good, will update further after regular usage",sukumar satya,1month ago,2020-07-02,So good update regular usage,pos,pos
5.0,Tawa was Great..but the size is li'l Small.. Thank You Flipkart...,Amar.Ratkal,1month ago,2020-07-02,Tawa Great size li l Small Thank You Flipkart,pos,pos
5.0,Very good product,Anand A,1month ago,2020-07-02,Very good product,pos,pos
4.0,Nice product value of the product at this price,Satwik T,1month ago,2020-07-02,Nice product value product price,pos,pos
5.0,Good product,Flipkart Customer,1month ago,2020-07-02,Good product,pos,pos
5.0,Good tawa . Speed delivery from flipkart,Vighnesh Bhat,1month ago,2020-07-02,Good tawa Speed delivery flipkart,pos,pos
5.0,High quality product with low price,Yogesh Prajapati,1month ago,2020-07-02,High quality product low price,neg,neg
5.0,Awesome product delivery is fast very good,Mohd  GUFRAN ,1month ago,2020-07-02,Awesome product delivery fast good,pos,pos
4.0,Light weight and nice product at this price range.,Manali K,1month ago,2020-07-02,Light weight nice product price range,pos,pos
5.0,This product was awesome... Nice quality am satisfied on this product,Ashir Ashir,1month ago,2020-07-02,This product awesome Nice quality satisfy product,pos,pos
4.0,Good,V v v  Nagendrakumar ,1month ago,2020-07-02,Good,pos,pos
5.0,Coating of the tawa is removing.,Sidhesh Mishra,1month ago,2020-07-02,Coating tawa remove,neu,neu
5.0,Super quality with reasonable  price,Ambika Nair,1month ago,2020-07-02,Super quality reasonable price,pos,pos
4.0,Product is good but heat not spread around,Sana Paramesh,1month ago,2020-07-02,Product good heat spread around,pos,pos
3.0,After 3 months got a middle dent,Dinesh  THANTEPPADY ,1month ago,2020-07-02,After 3 month get middle dent,neu,neu
4.0,Good,Lucky kumari,1month ago,2020-07-02,Good,pos,pos
3.0,Super,Flipkart Customer,1month ago,2020-07-02,Super,pos,pos
4.0,Good,Babu Tungala,1month ago,2020-07-02,Good,pos,pos
3.0,Nice,Flipkart Customer,1month ago,2020-07-02,Nice,pos,pos
4.0,Good product,Vikas  Jha,1month ago,2020-07-02,Good product,pos,pos
5.0,Very Good product. Quality & Packing,Ankita Italiya,1month ago,2020-07-02,Very Good product Quality Packing,pos,pos
5.0,"The product is very good quality. No complain about that. And the date of delivery is exactly the same as it was expected. So, overall it was a very good experience.",Flipkart Customer,1month ago,2020-07-02,The product good quality No complain And date delivery exactly expect So overall good experience,pos,pos
4.0,good,lokesh boda,1month ago,2020-07-02,good,pos,pos
5.0,Ultimate product...go for it️,Harsha K,1month ago,2020-07-02,Ultimate product go,neu,neu
3.0,Well over all average product. On induction cooker it sometimes don't work. But in this price range okay.,Aveshkhan Baloch,1month ago,2020-07-02,Well average product On induction cooker sometimes work But price range okay,pos,pos
5.0,Value for money,Flipkart Customer,1month ago,2020-07-02,Value money,pos,pos
5.0,Superb  ..,Nasreen Fathima,1month ago,2020-07-02,Superb,pos,pos
5.0,Good working I recommend,Flipkart Customer,1month ago,2020-07-02,Good work I recommend,pos,pos
4.0,Good Product Guilty Is good Great Value For money,Rajesh  Kulal ,1month ago,2020-07-02,Good Product Guilty Is good Great Value For money,pos,pos
5.0,Small size but Of nice,srinivas Gaddam,1month ago,2020-07-02,Small size Of nice,pos,pos
4.0,Good product. Thanks Tipcart.,Soundarya Mamidala,1month ago,2020-07-02,Good product Thanks Tipcart,pos,pos
5.0,Love thes product. Thanks flipkart size is very good in the price,Gulshan Kushwaha,1month ago,2020-07-02,Love thes product Thanks flipkart size good price,pos,pos
5.0,Size only small overall performance superb,Sathish Kumar,1month ago,2020-07-02,Size small overall performance superb,pos,pos
4.0,Fine,Flipkart Customer,1month ago,2020-07-02,Fine,pos,pos
5.0,Good quality,Heera Newme,1month ago,2020-07-02,Good quality,pos,pos
5.0,Good product,Flipkart Customer,1month ago,2020-07-02,Good product,pos,pos
5.0,Wonderful,ramya,1month ago,2020-07-02,Wonderful,pos,pos
5.0,Gifted it to mom..For 300rs price range ! She just loved it..as a week before we asked for the same model in shop and they said 900+rs... So we just loved it !,Abinaya Chandrasekaran,1month ago,2020-07-02,Gifted mom For 300rs price range She love week ask model shop say 900 r So love,pos,pos
5.0,Good product,vinod dhaka,1month ago,2020-07-02,Good product,pos,pos
5.0,Good product,Sreeraj A,1month ago,2020-07-02,Good product,pos,pos
5.0,Good quality tawa compare to other its good price is also less,Flipkart Customer,1month ago,2020-07-02,Good quality tawa compare good price also less,pos,pos
5.0,Very good quality,Flipkart Customer,1month ago,2020-07-02,Very good quality,pos,pos
5.0,Very good ,Flipkart Customer,1month ago,2020-07-02,Very good,pos,pos
4.0,Gud product but when received a slight dent was there,Sushant Mahajan,1month ago,2020-07-02,Gud product receive slight dent,neu,neu
5.0,Nice product  by  super,vinod bhat,1month ago,2020-07-02,Nice product super,pos,pos
4.0,It's okay to this price.. Interested candidates Go for Better one..,CH V V SATYANARAYANA DALU,1month ago,2020-07-02,It okay price Interested candidate Go Better one,pos,pos
4.0,So nice.value for money,Manoj kumar Patra,1month ago,2020-07-02,So nice value money,pos,neu
5.0,Super very nice,Sankar,1month ago,2020-07-02,Super nice,pos,pos
3.0,Not bad its soso,Awdhesh Kumar,1month ago,2020-07-02,Not bad soso,pos,pos
5.0,Good product,M.r Aftab khan,1month ago,2020-07-02,Good product,pos,pos
5.0,Good brand,Flipkart Customer,1month ago,2020-07-02,Good brand,pos,pos
5.0,Worth Purchasing,Kb Banerjee,1month ago,2020-07-02,Worth Purchasing,pos,pos
4.0,Nice,Flipkart Customer,1month ago,2020-07-02,Nice,pos,pos
5.0,I have make something on this tawas it is a good experience . Nice product  thanks flipkart,AVINASH shinde,1month ago,2020-07-02,I make something tawas good experience Nice product thanks flipkart,pos,pos
5.0,very good product,Flipkart Customer,1month ago,2020-07-02,good product,pos,pos
4.0,Nice product,Bharath kumar,1month ago,2020-07-02,Nice product,pos,pos
5.0,This is a best product i love product,Flipkart Customer,1month ago,2020-07-02,This best product love product,pos,pos
4.0,Good,B.. Satheesh ,1month ago,2020-07-02,Good,pos,pos
4.0,Satisfied.,Flipkart Customer,1month ago,2020-07-02,Satisfied,pos,pos
5.0,V good product v happy,Flipkart Customer,1month ago,2020-07-02,V good product v happy,pos,pos
3.0,Good,Flipkart Customer,1month ago,2020-07-02,Good,pos,pos
5.0,Super,sujata kumari,1month ago,2020-07-02,Super,pos,pos
5.0,very nice product,Ramesh Bala,1month ago,2020-07-02,nice product,pos,pos
