User Rating,User Review,User Name,Review Date,DateOfReview,FinalText,FinalTextSentiment,UserReviewSentiment
5.0,best in the price range. The lid fits well on top and smooth to open. built quality is also satisfactory.,Mohammad Zuef,8months ago,2019-12-02,best price range The lid fit well top smooth open build quality also satisfactory,pos,pos
5.0,"Great quality product at a pocket friendly price, prompt delivery by flipkart even to remote area like agency, appreciate your service.... ",ANIL JALLI,9months ago,2019-11-02,Great quality product pocket friendly price prompt delivery flipkart even remote area like agency appreciate service,pos,pos
5.0,shopping at tipcart is too good product also good but this time tipcart packing is not good overall tipcart is best,Flipkart Customer,9months ago,2019-11-02,shopping tipcart good product also good time tipcart packing good overall tipcart best,pos,pos
5.0,thank you Flipkart your nice product super very very I am happy nice cooking,Shahbuddin  Khan,9months ago,2019-11-02,thank Flipkart nice product super I happy nice cooking,pos,pos
5.0,"wonderful set, Good quality cooker set with reasonably at very affordable prices.",Paul David,11months ago,2019-09-02,wonderful set Good quality cooker set reasonably affordable price,pos,pos
5.0,It’s really worth buy quality wise looks wise and user friendly very compact too just love it‍,Flipkart Customer,"Jun, 2019",2019-06-02,It really worth buy quality wise look wise user friendly compact love,pos,pos
4.0,Very good packing and quality is good and It comes with only 2 top which you have to use it for all the three.,GIRIDHARAN,"Jun, 2019",2019-06-02,Very good packing quality good It come 2 top use three,pos,pos
5.0,Never expected this product to be so very good and its delivery was as fast as can be. Thanks Flipkart for this wonderful product and service thereof,angsuman teron,"Jun, 2019",2019-06-02,Never expect product good delivery fast Thanks Flipkart wonderful product service thereof,pos,pos
3.0,good  but                                                                          sizes  of pressure cooker are small not exactly 5 litres look like 3 to 4 litres  big one and small lines are even more smaller  handles are also not strong,Flipkart Customer,"Jun, 2019",2019-06-02,good size pressure cooker small exactly 5 litre look like 3 4 litre big one small line even small handle also strong,pos,neg
4.0,It's a good deal but quality is decent I would say not impressive outer covering is scratch magnet hands get loosened soon so we have to tight it anyway good product working good,Akkai Sabu,"Jun, 2019",2019-06-02,It good deal quality decent I would say impressive outer cover scratch magnet hand get loosen soon tight anyway good product work good,pos,pos
5.0,super company I liked it  so nice best combo,Shivappa Kuppi,"May, 2019",2019-05-02,super company I like nice best combo,pos,pos
5.0,"nice product , good packing and fast delivery by Flipkart, Thanks Flipkart  for good product",Bela  shah,"Jan, 2019",2019-01-02,nice product good packing fast delivery Flipkart Thanks Flipkart good product,pos,pos
5.0,very nice and easy to use enough for single family i love it i all definitely buy again delivery was on time packing was good,Balwinder Kaur,"Jan, 2019",2019-01-02,nice easy use enough single family love definitely buy delivery time packing good,pos,pos
5.0,"Very good product worth the money very nice quality liked it a lot thank you, butterfly & thank you Flipkart,",Anitha Patil,"Dec, 2018",2018-12-02,Very good product worth money nice quality like lot thank butterfly thank Flipkart,pos,pos
3.0,not happy as it is width is big but hight is so less so not comfortable it looks like 3l only,Ravi krishna Nemani,"Dec, 2018",2018-12-02,happy width big hight less comfortable look like 3l,pos,neg
5.0,it is a good combo offer.  worth buying this. product is good and best thing is package. extra care is taken to deliver the product without any damage.,Flipkart Customer,"Dec, 2018",2018-12-02,good combo offer worth buying product good best thing package extra care take deliver product without damage,pos,pos
5.0,item is good ...and the delivery boy is vary smart.....as well as very short time he was taken..I am impressed,G hari Rao,"Nov, 2018",2018-11-02,item good delivery boy vary smart well short time take I impressed,pos,pos
5.0,really really grateful experience about this cooker very useful for everyone design great  and thanks Flipkart instant message really really appreciate you,Azmal Hussain,"Nov, 2018",2018-11-02,really really grateful experience cooker useful everyone design great thanks Flipkart instant message really really appreciate,pos,pos
5.0,good quality cooker its very lite and strong I like it it look so good,Sanjay Kourav,"Nov, 2018",2018-11-02,good quality cooker lite strong I like look good,pos,pos
5.0,Very good and companied product. I am very glad for 5 year warranty on this product.good product for daily use and style also very good.easy to clean for this style. And good for use in prestige picture v3 3.1 induction cooktop,Kaushik Mondal,"Nov, 2018",2018-11-02,Very good companied product I glad 5 year warranty product good product daily use style also good easy clean style And good use prestige picture v3 3 1 induction cooktop,pos,pos
5.0,"it shows 3L but it is not appropriate, might be 2L . but the price and quality is a WOW , liked it .. at this price it is worth buying,₹549",VENU MANOHAR,"Nov, 2018",2018-11-02,show 3L appropriate might 2L price quality WOW like price worth buy 549,pos,pos
5.0,Perfect product,Flipkart Customer,"Nov, 2018",2018-11-02,Perfect product,pos,pos
4.0,"nice crocker..i like it.. its not a 3L,  little small..Rs: 599",Flipkart Customer,"Dec, 2018",2018-12-02,nice crocker like 3L little small Rs 599,pos,pos
5.0,"I was afraid before i receive the product i was thinking that it will not work properly but when i received it, i try to make some food it was awesome, price is also very reasonable. Thank You Flipkart.",Larrybakmen  Diengdoh ,"Nov, 2018",2018-11-02,I afraid receive product think work properly receive try make food awesome price also reasonable Thank You Flipkart,pos,pos
3.0,very small size not a 3 later,Pillalamarri Ashok,"Nov, 2018",2018-11-02,small size 3 later,neu,neu
4.0,Good,Rasika S,"Nov, 2018",2018-11-02,Good,pos,pos
4.0,size was small,Dev  chettri ,"Nov, 2018",2018-11-02,size small,neu,neu
5.0,Good service,Jithesh cr,"Dec, 2018",2018-12-02,Good service,pos,pos
5.0,it is good but 5 litre is 4 litre quantity same thing is all three not exit 5 litre 3 litre 2 litre,Arun Surya,"Dec, 2018",2018-12-02,good 5 litre 4 litre quantity thing three exit 5 litre 3 litre 2 litre,pos,pos
4.0,Good Product.. Thank you Flipkart..,D C  ANILKUMAR,"Dec, 2018",2018-12-02,Good Product Thank Flipkart,pos,pos
3.0,"Quality is okay but it is not 5 L , 3L, 2L ...its 4L,2L and 1L..4 L cooker comes with separate Closer and whistle but another two cooker with only one closer and whistle...Its worth for money",Sathish  A,"Mar, 2019",2019-03-02,Quality okay 5 L 3L 2L 4L 2L 1L 4 L cooker come separate Closer whistle another two cooker one closer whistle Its worth money,pos,pos
5.0,good product in this price range..,Akash Narayan,"Mar, 2019",2019-03-02,good product price range,pos,pos
5.0,Quick delivery good Courier service,L. Srinivasa  Rao,"Jan, 2019",2019-01-02,Quick delivery good Courier service,pos,pos
5.0,value for money,Flipkart Customer,"Dec, 2018",2018-12-02,value money,pos,pos
4.0,fabulous,Flipkart Customer,"May, 2019",2019-05-02,fabulous,pos,pos
3.0,okay,Rajat Haldar,"Jan, 2019",2019-01-02,okay,pos,pos
5.0,nice product,Praneet Bochkari,"Nov, 2018",2018-11-02,nice product,pos,pos
5.0,Nice product at low cost.This new company inspired to all of us.But had problem that it is finishing touched not good,Madhab Das Adhikari,"Jan, 2019",2019-01-02,Nice product low cost This new company inspire u But problem finish touch good,pos,neu
5.0,verry good quality so value of money,Dr. Rabbani,"Dec, 2018",2018-12-02,verry good quality value money,pos,pos
3.0,not up to the mark .,Antony Tharian,"Dec, 2018",2018-12-02,mark,neu,neu
4.0,good,Balakrishna Balu,"Dec, 2018",2018-12-02,good,pos,pos
4.0,super,Soorya c,"Jan, 2019",2019-01-02,super,pos,pos
5.0,good job,katikam sudhakar,"Nov, 2018",2018-11-02,good job,pos,pos
4.0,good product,Sathis  KUmar,"Nov, 2018",2018-11-02,good product,pos,pos
4.0,Very low price. I like it. One of the cooker insident of  cut marks.,Somasundaram Ramasami,"Nov, 2018",2018-11-02,Very low price I like One cooker insident cut mark,neg,neg
5.0,Good Induction pressure cooker in good looking and good working,Flipkart Customer,"Apr, 2019",2019-04-02,Good Induction pressure cooker good look good working,pos,pos
5.0,Good quality.... best product... good for daily use with induction cook base.... 5 years warranty... Value for money...,Samir Pradhan,"Jan, 2019",2019-01-02,Good quality best product good daily use induction cook base 5 year warranty Value money,pos,pos
5.0,"This is the best productyouct of butterfly induction cooker, I am really glad for this product you, please byous this, garments me, bout the every boy is bad his not talk to me,",GAURAV  SARKAR ,"Dec, 2018",2018-12-02,This best productyouct butterfly induction cooker I really glad product please byous garment bout every boy bad talk,pos,pos
5.0,good,Flipkart Customer,"Jan, 2019",2019-01-02,good,pos,pos
4.0,good as per price,Flipkart Customer,"Dec, 2018",2018-12-02,good per price,pos,pos
5.0,nice,Flipkart Customer,"Dec, 2018",2018-12-02,nice,pos,pos
5.0,Quality in good price...Remarkable product from Flipkart...,Ronak Panchal,"Dec, 2018",2018-12-02,Quality good price Remarkable product Flipkart,pos,pos
3.0,Product is not much great Vessel is not working properly,Mithun Chowdary,"Jun, 2019",2019-06-02,Product much great Vessel work properly,pos,neg
4.0,Very nice product good,Saji Thomas,"Apr, 2019",2019-04-02,Very nice product good,pos,pos
3.0,nice but handle is uncomforted,Abhimanyu Vishwakarma,"Mar, 2019",2019-03-02,nice handle uncomforted,pos,pos
4.0,Super good quality,kumara velu,"Mar, 2019",2019-03-02,Super good quality,pos,pos
5.0,fast delivery steal deal good quality,Dr.Monu Ekka,"Mar, 2019",2019-03-02,fast delivery steal deal good quality,neu,neu
5.0,good,Flipkart Customer,"Nov, 2018",2018-11-02,good,pos,pos
5.0,nice,Subhankar Sen,"Nov, 2018",2018-11-02,nice,pos,pos
5.0,Good product value for money satisfied with this product and product is delivered a day before ..,Logesh Murali,"Nov, 2018",2018-11-02,Good product value money satisfy product product deliver day,pos,pos
5.0,"nice ,",Udbhav Kadalgikar,"Nov, 2018",2018-11-02,nice,pos,pos
4.0,Nice,CHANDRA SEKHAR  NAIDU,"Jan, 2019",2019-01-02,Nice,pos,pos
4.0,superb,Flipkart Customer,"Nov, 2018",2018-11-02,superb,pos,pos
4.0,Good,Flipkart Customer,"Dec, 2018",2018-12-02,Good,pos,pos
5.0,Good product. It's worth,Flipkart Customer,"Nov, 2018",2018-11-02,Good product It worth,pos,pos
5.0,Nice quality of the product and I thought the quality of this product is not good when I seen but when I get this I realised.Thank you Flipkart,Afnan Sanadi,"Nov, 2018",2018-11-02,Nice quality product I think quality product good I see I get I realise Thank Flipkart,pos,neu
4.0,nice,Vishal Wagh,"Jul, 2019",2019-07-02,nice,pos,pos
5.0,very nice cooker portable rated ️️️,Flipkart Customer,"Mar, 2019",2019-03-02,nice cooker portable rat,pos,pos
5.0,very nice,Bibhuti Singh,"Jan, 2019",2019-01-02,nice,pos,pos
5.0,"Awesome product. Best Deal. Size is a bit small, I doubt. Overall, a must buy product!",Jerry Jones,"Dec, 2018",2018-12-02,Awesome product Best Deal Size bit small I doubt Overall must buy product,pos,pos
3.0,Gross volume is 3L but capacity is 2.4L. So this is not 3L cooker. Also this is ISO not SI. People planning to purchase kindly note this before buying.If you need 2.4L then buy it. Received fresh stock.,Vinod Basava,"Dec, 2018",2018-12-02,Gross volume 3L capacity 2 4L So 3L cooker Also ISO SI People plan purchase kindly note buy If need 2 4L buy Received fresh stock,pos,pos
5.0,Nice,Flipkart Customer,2days ago,2020-07-31,Nice,pos,pos
5.0,Suburb quality,Chidire  Satish,5days ago,2020-07-28,Suburb quality,neu,neu
5.0,Very nice product. I am very happy for this product. Thank you Flipkart.,Pamela  Chattopadhyay ,26days ago,2020-07-07,Very nice product I happy product Thank Flipkart,pos,pos
5.0,very nice product,Sk Abidar  Ahamed,1month ago,2020-07-02,nice product,pos,pos
4.0,Nice cooker buy price 600rs,Flipkart Customer,1month ago,2020-07-02,Nice cooker buy price 600rs,pos,pos
5.0,Good,Logesh Dina,1month ago,2020-07-02,Good,pos,pos
5.0,Nice product,Kshirod Banerjee,1month ago,2020-07-02,Nice product,pos,pos
5.0,Good product But very small Capacity 2.4 only I like. This product,ALTHWAF VAVA,1month ago,2020-07-02,Good product But small Capacity 2 4 I like This product,pos,pos
4.0,Nice,Flipkart Customer,2months ago,2020-06-02,Nice,pos,pos
5.0,good,anil kumar,9months ago,2019-11-02,good,pos,pos
4.0,"the cooker is awesome at this price.This cooker is getting bad reviews only because of its bad quality  handle.Really it need to improve.This problem is present in all cooker of butterfly.please improve the quality of handle.No issue in body,lid,etc.Giving 5-1(bad handle)=4 star....",Rajesh Vairale,9months ago,2019-11-02,cooker awesome price This cooker get bad review bad quality handle Really need improve This problem present cooker butterfly please improve quality handle No issue body lid etc Giving 5 1 bad handle 4 star,neg,neg
5.0,useful,Ragoth aman,9months ago,2019-11-02,useful,pos,pos
4.0,very nice product  good  quality,Flipkart Customer,9months ago,2019-11-02,nice product good quality,pos,pos
5.0,ossium product really superb,Marymetilda Metilda,10months ago,2019-10-02,ossium product really superb,pos,pos
3.0,nice product  but size me thorax chota hello,Prashant Bharti,11months ago,2019-09-02,nice product size thorax chota hello,pos,pos
4.0,Product is good,Flipkart Customer,11months ago,2019-09-02,Product good,pos,pos
5.0,Good product.,Salma Mg,"Jul, 2019",2019-07-02,Good product,pos,pos
3.0,"cooker is good ...but handle is very loose..with one month use only screws came out,.",Flipkart Customer,"Jun, 2019",2019-06-02,cooker good handle loose one month use screw come,neu,neu
4.0,useful for daily use,Narmatha Venkateswaran,"Jun, 2019",2019-06-02,useful daily use,pos,pos
4.0,good product delivery also good.but size is small,Purushothaman K.c,"Jun, 2019",2019-06-02,good product delivery also good size small,pos,pos
5.0,super,Flipkart Customer,"May, 2019",2019-05-02,super,pos,pos
4.0,"I have purchased Butterfly Friendly 2 L, 3 L, 5 L Induction Bottom Pressure Cooker but 2 liter induction bottom pan is below then 2 liter please check and verified .",Sushil Kumar Singh,"May, 2019",2019-05-02,I purchase Butterfly Friendly 2 L 3 L 5 L Induction Bottom Pressure Cooker 2 liter induction bottom pan 2 liter please check verify,pos,pos
5.0,best quality good price 1550rs,Sandeep  Kaur,"Feb, 2019",2019-02-02,best quality good price 1550rs,pos,pos
5.0,excellent product,Rinky Agarwal,"Jan, 2019",2019-01-02,excellent product,pos,pos
4.0,good quality product nice finish .... and fast delivery,Nandraj  Gondane,"Jan, 2019",2019-01-02,good quality product nice finish fast delivery,pos,pos
4.0,looks good and quality also very nice,Keerthana C,"Jan, 2019",2019-01-02,look good quality also nice,pos,pos
5.0,youks small and croute 3L ...thank you flipjack and butterfly works fine,Karthika Dhanraj,"Jan, 2019",2019-01-02,youks small croute 3L thank flipjack butterfly work fine,pos,pos
5.0,nice,Raju Boy,"Jan, 2019",2019-01-02,nice,pos,pos
4.0,fast delivery and product is same as shown.  Good job.,Shadab Aziz,"Jan, 2019",2019-01-02,fast delivery product show Good job,pos,pos
5.0,good quality,Flipkart Customer,"Jan, 2019",2019-01-02,good quality,pos,pos
5.0,new york city cooker thanks butterfly and flipkart,Kartik Rathi,"Dec, 2018",2018-12-02,new york city cooker thanks butterfly flipkart,pos,pos
3.0,nice,Flipkart Customer,"Dec, 2018",2018-12-02,nice,pos,pos
5.0,very nice good price,Flipkart Customer,"Dec, 2018",2018-12-02,nice good price,pos,pos
5.0,got this beauty at 550 only. at that price this is a complete steal. bought this 2 months ago no problems as of now.,venkatesh s,"Nov, 2018",2018-11-02,get beauty 550 price complete steal buy 2 month ago problem,neg,pos
4.0,very good,Flipkart Customer,"Nov, 2018",2018-11-02,good,pos,pos
5.0,Nice product in low price thanks flipkart,Awanesh  Kumar,"Nov, 2018",2018-11-02,Nice product low price thanks flipkart,pos,pos
4.0,thank you,Flipkart Customer,"Nov, 2018",2018-11-02,thank,pos,pos
5.0,Product is good we do not use it yet but outlook is goodBuild quality is very good only problem is that there is only one lid for both 3 and 2 litre cookers and good service  from Flipkart,Flipkart Customer,9months ago,2019-11-02,Product good use yet outlook goodBuild quality good problem one lid 3 2 litre cooker good service Flipkart,pos,pos
5.0,best pressure cooker at this range.....i justified this product....,Kumar Gaurav,"Nov, 2018",2018-11-02,best pressure cooker range justify product,pos,pos
4.0,good...,Md_ Abeeb,"Nov, 2018",2018-11-02,good,pos,pos
5.0,Good cooker. Working properly. Easy to use.good for this prise. Delivered very fastly. thanks flipkart,Ashil Shone,"Nov, 2018",2018-11-02,Good cooker Working properly Easy use good prise Delivered fastly thanks flipkart,pos,pos
5.0,"Good cooker. Only I felt, it is light weight. that is all",Krishnaprasanth.S,9months ago,2019-11-02,Good cooker Only I felt light weight,pos,pos
5.0,"small pressure cookers 3L is 2L.....,,,   2Lis 1L 5L is 4L thats it always has been good",Flipkart Customer,11months ago,2019-09-02,small pressure cooker 3L 2L 2Lis 1L 5L 4L thats always good,neu,neu
3.0,"I received small quantities like 4l, 2.4 l.  My suggestion is be honest about your product.",Nishad  CM,"Mar, 2019",2019-03-02,I receive small quantity like 4l 2 4 l My suggestion honest product,pos,pos
5.0,very nice,Suraj Soni,"Feb, 2019",2019-02-02,nice,pos,pos
4.0,god value for money,Ganapathi Naram,"Jan, 2019",2019-01-02,god value money,pos,pos
5.0,Best quality can buy without any doubt,Twinkle Sabu,"Jan, 2019",2019-01-02,Best quality buy without doubt,pos,pos
5.0,Best cooker at this price range,Robin Chandra,"Dec, 2018",2018-12-02,Best cooker price range,pos,pos
5.0,Very nice,Flipkart Customer,Today,2020-08-02,Very nice,pos,pos
5.0,Very nice cooker,Flipkart Customer,Today,2020-08-02,Very nice cooker,pos,pos
5.0,Good one,Aswath  Ravi,Today,2020-08-02,Good one,pos,pos
3.0,Nice product value for money,Flipkart Customer,Today,2020-08-02,Nice product value money,pos,pos
5.0,very nice and good quality,Flipkart Customer,Today,2020-08-02,nice good quality,pos,pos
5.0,Very good ,Flipkart Customer,Today,2020-08-02,Very good,pos,pos
4.0,Nice product,Flipkart Customer,Today,2020-08-02,Nice product,pos,pos
4.0,Nice Product,Pramod Kumar Behera,Today,2020-08-02,Nice Product,pos,pos
5.0,Nice item. Moved cooking with it ,Flipkart Customer,Today,2020-08-02,Nice item Moved cook,pos,pos
5.0,Nice product,Maan Singh,Today,2020-08-02,Nice product,pos,pos
5.0,Super,Manoj K.B. Manoj K.B.,Today,2020-08-02,Super,pos,pos
5.0,Quality super but packing is not goof,Flipkart Customer,Today,2020-08-02,Quality super packing goof,pos,pos
5.0,Highly recommended,Flipkart Customer,Today,2020-08-02,Highly recommended,pos,pos
4.0,I am happy with this product,Nazleen.k Nazu,Today,2020-08-02,I happy product,pos,pos
5.0,Thanks,Flipkart Customer,Today,2020-08-02,Thanks,pos,pos
4.0,Nice product,Nisar Puthalath,Today,2020-08-02,Nice product,pos,pos
5.0,Awesome,Naveen Kumar,Today,2020-08-02,Awesome,pos,pos
5.0,"Good quality steel look beautiful, gifted to my relatives they are happy with the product",Flipkart Customer,Today,2020-08-02,Good quality steel look beautiful gift relative happy product,pos,pos
4.0,Awsome ..,Ashfaque Deshmukh,1day ago,2020-08-01,Awsome,neu,neu
5.0,Super quality but small size,Pavan Kumar Sreepathi,1day ago,2020-08-01,Super quality small size,pos,pos
3.0,It's like okay but SI logo no their...... Please put the logo butterfly dealers......... It's my humble request.,Praveen Kumar,1day ago,2020-08-01,It like okay SI logo Please put logo butterfly dealer It humble request,pos,neg
5.0,Very nice i am happy,Debadatta Mohanty,1day ago,2020-08-01,Very nice happy,pos,pos
5.0,Good Product thank you flipkart,Flipkart Customer,1day ago,2020-08-01,Good Product thank flipkart,pos,pos
3.0,Nice to use,Dhananjay ,1day ago,2020-08-01,Nice use,pos,pos
5.0,Nice product,Flipkart Customer,1day ago,2020-08-01,Nice product,pos,pos
5.0,Good quality,Bandita Rout,1day ago,2020-08-01,Good quality,pos,pos
5.0,Good  product,Mahendran Mahendran,1day ago,2020-08-01,Good product,pos,pos
5.0,Good,Kouvik Sain,1day ago,2020-08-01,Good,pos,pos
4.0,Nice working till now...after 15days usage.Better to buy new job holders and small family.,Giridhar k,1day ago,2020-08-01,Nice work till 15days usage Better buy new job holder small family,pos,pos
5.0,I loved it,Flipkart Customer,1day ago,2020-08-01,I love,pos,pos
4.0,Super,Flipkart Customer,1day ago,2020-08-01,Super,pos,pos
4.0,Nice,Flipkart Customer,1day ago,2020-08-01,Nice,pos,pos
4.0,In this price it is superb,Flipkart Customer,1day ago,2020-08-01,In price superb,pos,pos
5.0,Fantastic look.. Stainless steel coating super pressure cooker ..,Praveen Kumar Deekonda,1day ago,2020-08-01,Fantastic look Stainless steel coat super pressure cooker,pos,pos
5.0,Good product,Flipkart Customer,1day ago,2020-08-01,Good product,pos,pos
5.0,Very good product,Flipkart Customer,1day ago,2020-08-01,Very good product,pos,pos
5.0,Good product,Flipkart Customer,1day ago,2020-08-01,Good product,pos,pos
5.0,Built quality is amazing,Surya Siva,1day ago,2020-08-01,Built quality amaze,pos,pos
4.0,Very good,Flipkart Customer,1day ago,2020-08-01,Very good,pos,pos
3.0,Just satisfiedNot more impressive,P.Durga Prasad,1day ago,2020-08-01,Just satisfiedNot impressive,pos,pos
4.0,Quality is good,Flipkart Customer,1day ago,2020-08-01,Quality good,pos,pos
3.0,Rust observed on some parts only after second use.,Prabhakar Itagi,2days ago,2020-07-31,Rust observe part second use,neu,neu
5.0,Good,Mukesh kumar,2days ago,2020-07-31,Good,pos,pos
5.0,Super performance,Thomas  E O,2days ago,2020-07-31,Super performance,pos,pos
5.0,Good very good,Flipkart Customer,2days ago,2020-07-31,Good good,pos,pos
5.0,Size is small looking like 2 later,Flipkart Customer,2days ago,2020-07-31,Size small look like 2 later,pos,pos
5.0,Very good,Ajith  Ammikkottil ,2days ago,2020-07-31,Very good,pos,pos
4.0,Good product,Benu Deb,2days ago,2020-07-31,Good product,pos,pos
5.0,Very nice product for price,murugesan sethu,2days ago,2020-07-31,Very nice product price,pos,pos
4.0,"Base is good,heavy enough. Bout the yopper lid is little  lighter made of thin layer of alyouminyoum. Price is little high compared to quality.its good if you byous @500.",Flipkart Customer,2days ago,2020-07-31,Base good heavy enough Bout yopper lid little light make thin layer alyouminyoum Price little high compare quality good byous 500,pos,pos
4.0,Good but it is 3l,Prince Kumar,2days ago,2020-07-31,Good 3l,pos,pos
5.0,Good,Flipkart Customer,2days ago,2020-07-31,Good,pos,pos
4.0,Nice product but not good for cooking rice. As water comes along with whistle,Anjay Kumar,2days ago,2020-07-31,Nice product good cook rice As water come along whistle,pos,neg
5.0,Nice,Flipkart Customer,2days ago,2020-07-31,Nice,pos,pos
4.0,Nice product,Sherin P Thomas,2days ago,2020-07-31,Nice product,pos,pos
5.0,Perfect,Flipkart Customer,2days ago,2020-07-31,Perfect,pos,pos
4.0,Good proudest,Nancy  Thakur,2days ago,2020-07-31,Good proudest,pos,pos
5.0,Good price and quality,subrat kumar panda,2days ago,2020-07-31,Good price quality,pos,pos
4.0,Oak,Mohan krishna,2days ago,2020-07-31,Oak,neu,neu
5.0,Nice product,Eswar Kumar,2days ago,2020-07-31,Nice product,pos,pos
5.0,Nice product,JISHNU,2days ago,2020-07-31,Nice product,pos,pos
4.0,Quality is good but capacity is only 2.4 l which should be shown in description. For 2 person it is good product.,Kamal  Singh,2days ago,2020-07-31,Quality good capacity 2 4 l show description For 2 person good product,pos,pos
4.0,Good product ,Sudhanshu Srivastav,2days ago,2020-07-31,Good product,pos,pos
5.0,Excellent,masthan vali,2days ago,2020-07-31,Excellent,pos,pos
5.0,Nice product,Yunus Salmani,2days ago,2020-07-31,Nice product,pos,pos
3.0,I got refund immediately thanks seller and Flipkart,TARA PRASAD DASH,2days ago,2020-07-31,I get refund immediately thanks seller Flipkart,pos,pos
5.0,It works perfectly.,Hafiz  Latify ,2days ago,2020-07-31,It work perfectly,pos,pos
5.0,Nice product,Shashwat  Singh ,2days ago,2020-07-31,Nice product,pos,pos
3.0,"Only 2.4 litres actual capacity written inside cooker, then why do you sell the product as 3L capacity",Gnanavel Alagappan,2days ago,2020-07-31,Only 2 4 litre actual capacity write inside cooker sell product 3L capacity,neu,neu
5.0,Good Product at this price,Manish  Mittal ,3days ago,2020-07-30,Good Product price,pos,pos
5.0,"Nice pareodyouct and delivered better better better better than expected...thank yoyo flicaaret...in delivered , you are no 1..",sadruz zaman ansari,3days ago,2020-07-30,Nice pareodyouct deliver good well well good expect thank yoyo flicaaret deliver 1,pos,pos
4.0,Good in this range but quality not acceptable.,PK YADAV,3days ago,2020-07-30,Good range quality acceptable,pos,neu
5.0,Good,Prashant Ahlawat,3days ago,2020-07-30,Good,pos,pos
4.0,Nice,pogati charan,3days ago,2020-07-30,Nice,pos,pos
5.0,VERY GOOD PRODUCT.MUST BUY.,Sagir Pinjari,3days ago,2020-07-30,VERY GOOD PRODUCT MUST BUY,pos,pos
4.0,In this range it is good.The fitting of upper part is not good as expected. Sometimes whistle is not working but in this range you will bear this normal issue.I recommend this cooker for medium family.Go for it.,Rahul Dhaka,3days ago,2020-07-30,In range good The fitting upper part good expect Sometimes whistle work range bear normal issue I recommend cooker medium family Go,pos,pos
5.0,Very good,Ranjan Thakur,3days ago,2020-07-30,Very good,pos,pos
5.0,Nicely and safely delivered in this situation..excellent work..,Narender  Kumar,3days ago,2020-07-30,Nicely safely deliver situation excellent work,pos,pos
5.0,nice ,Flipkart Customer,3days ago,2020-07-30,nice,pos,pos
4.0,Gud product,Tulsiram sulthan singh ranjana sulthan,3days ago,2020-07-30,Gud product,neu,neu
5.0,Good,Flipkart Customer,3days ago,2020-07-30,Good,pos,pos
5.0,good  product,Rajiv  Karma,3days ago,2020-07-30,good product,pos,pos
5.0,Super,Flipkart Customer,3days ago,2020-07-30,Super,pos,pos
4.0,nice product,Ayesha  Khatun,3days ago,2020-07-30,nice product,pos,pos
5.0,"Good and, fabulous",Biju Im,3days ago,2020-07-30,Good fabulous,pos,pos
4.0,"Good product doing its job as this price cantexpect more.However just been using for couple of months with no issue, let us see if it gives any issue in future.",Saurabh Bhatnagar,3days ago,2020-07-30,Good product job price cantexpect However use couple month issue let u see give issue future,pos,neu
4.0,Nice,priyanka sharma,3days ago,2020-07-30,Nice,pos,pos
5.0,Value of money good product,Bala krishnan K,3days ago,2020-07-30,Value money good product,pos,pos
3.0,Damaged with on 15 days,Pennada Sai akhil,3days ago,2020-07-30,Damaged 15 day,neg,neg
